200001081457	5.6246321E+05	5.1165544E+06	-1.9000000E+03
200002100556	5.6305122E+05	5.1171494E+06	-5.9000000E+03
200002210402	5.6274640E+05	5.1167796E+06	-1.9000000E+03
200002220706	5.6598242E+05	5.1107574E+06	-1.2100000E+04
200002241810	5.6579078E+05	5.1106220E+06	-1.2200000E+04
200002272046	5.5786047E+05	5.1283770E+06	-8.0000000E+03
200002272046	5.5793832E+05	5.1282888E+06	-8.0000000E+03
200002280633	5.7305034E+05	5.1229836E+06	-1.2800000E+04
200002291823	5.7295520E+05	5.1232047E+06	-1.2500000E+04
200003210808	5.6284715E+05	5.1167362E+06	-1.9000000E+03
200004062150	5.5167979E+05	5.1370779E+06	-1.9900000E+04
200005040130	5.7294204E+05	5.1230156E+06	-1.2000000E+04
200005040134	5.7278605E+05	5.1231693E+06	-1.1700000E+04
200006191559	5.5814761E+05	5.1305688E+06	-8.1000000E+03
200006291231	5.5707326E+05	5.1343146E+06	-1.0900000E+04
200007191043	5.6335702E+05	5.1307985E+06	-8.2000000E+03
200007301020	5.5836063E+05	5.1316376E+06	-1.1000000E+04
200008071510	5.6259947E+05	5.1168114E+06	-1.7000000E+03
200008130253	5.7304609E+05	5.1233391E+06	-1.1700000E+04
200009091217	5.6251540E+05	5.1167328E+06	-2.1000000E+03
200009100001	5.5399465E+05	5.1379203E+06	-1.9900000E+04
200009240707	5.5003821E+05	5.1328415E+06	-1.8000000E+04
200009280819	5.6179668E+05	5.1160810E+06	-7.7000000E+03
200010150851	5.6247637E+05	5.1167768E+06	-2.0000000E+03
200101080141	5.6265427E+05	5.1167342E+06	-2.1000000E+03
200101142245	5.6922452E+05	5.0999365E+06	-1.2100000E+04
200101260818	5.5658592E+05	5.1329433E+06	-1.3800000E+04
200103030202	5.6257803E+05	5.1166445E+06	-2.0000000E+03
200103171955	5.6964833E+05	5.1021415E+06	-6.1000000E+03
200105070219	5.6256282E+05	5.1166221E+06	-1.8000000E+03
200105081503	5.5010306E+05	5.1324420E+06	-1.7800000E+04
200105241110	5.6255953E+05	5.1169443E+06	-2.2000000E+03
200105251843	5.6282184E+05	5.1169470E+06	-2.0000000E+03
200107200607	5.7277569E+05	5.1233914E+06	-1.2100000E+04
200107282043	5.6279063E+05	5.1169800E+06	-2.0000000E+03
200107310111	5.6301299E+05	5.1171157E+06	-1.7000000E+03
200108041251	5.4005898E+05	5.1055666E+06	-1.4800000E+04
200109250052	5.6273210E+05	5.1166683E+06	-2.1000000E+03
200109251803	5.6255182E+05	5.1169443E+06	-2.1000000E+03
200110090849	5.7301089E+05	5.1237054E+06	-1.1000000E+04
200110120536	5.7279669E+05	5.1235695E+06	-1.0900000E+04
200110261306	5.6263952E+05	5.1166674E+06	-2.0000000E+03
200111041912	5.6253514E+05	5.1170663E+06	-1.8000000E+03
200111221252	5.6259141E+05	5.1168447E+06	-1.9000000E+03
200111250715	5.6275684E+05	5.1165130E+06	-1.1000000E+03
200204110812	5.6270748E+05	5.1168125E+06	-2.0000000E+03
200205091815	5.6267639E+05	5.1168344E+06	-2.1000000E+03
200205221913	5.6280663E+05	5.1169246E+06	-2.1000000E+03
200206091522	5.6259890E+05	5.1168670E+06	-4.5000000E+03
200206101725	5.5996463E+05	5.1297641E+06	-3.9000000E+03
200207220859	5.6251517E+05	5.1167550E+06	-2.1000000E+03
200208260536	5.6273097E+05	5.1167794E+06	-1.9000000E+03
200210261855	5.4421669E+05	5.1185067E+06	-8.5000000E+03
200210290345	5.6252323E+05	5.1167217E+06	-1.9000000E+03
200211200216	5.6252323E+05	5.1167217E+06	-1.9000000E+03
200211222104	5.6274685E+05	5.1167351E+06	-1.9000000E+03
200212040944	5.6267004E+05	5.1167010E+06	-1.9000000E+03
200303031955	5.6518992E+05	5.1046484E+06	-6.5000000E+03
200303032006	5.6560117E+05	5.1045083E+06	-6.2000000E+03
200305070916	5.5131883E+05	5.1342856E+06	-1.8800000E+04
200305211921	5.5742436E+05	5.1337957E+06	-1.1000000E+04
200306100202	5.6271633E+05	5.1167015E+06	-2.3000000E+03
200306300132	5.7288321E+05	5.1240706E+06	-1.0500000E+04
200307030644	5.7302298E+05	5.1239834E+06	-1.0600000E+04
200307201046	5.6263884E+05	5.1167340E+06	-2.3000000E+03
200310191102	5.6252686E+05	5.1163662E+06	-1.8000000E+03
200310191922	5.7533403E+05	5.1146767E+06	-8.3000000E+03
200311151039	5.6271576E+05	5.1167570E+06	-2.1000000E+03
200311151215	5.5149564E+05	5.1361206E+06	-1.8600000E+04
